Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00
"01/03/2022";"0,018";"0,004";"0,003";"0,012";"0,009";"0,004";"0,004";"0,018";"0,004";"0,007";"0,012";"0,009";"0,004";"0,004";"0,017";"0,004";"0,004";"0,009";"0,011";"0,004";"0,004";"0,016";"0,005";"0,004";"0,006";"0,015";"0,004";"0,003";"0,011";"0,01";"0,004";"0,004";"0,015";"0,006";"0,004";"0,005";"0,418";"0,059";"0,02";"0,026";"0,025";"0,034";"0,019";"0,03";"0,016";"0,009";"0,021";"0,008";"0,006";"0,014";"0,015";"0,011";"0,113";"0,326";"0,013";"0,013";"0,024";"0,362";"0,162";"0,013";"0,009";"0,005";"0,007";"0,017";"0,005";"0,01";"0,014";"0,007";"0,004";"0,016";"0,004";"0,004";"0,012";"0,008";"0,003";"0,006";"0,014";"0,025";"0,027";"0,039";"0,019";"0,011";"0,025";"0,013";"0,014";"0,024";"0,014";"0,037";"0,052";"0,04";"0,038";"0,05";"0,041";"0,039";"0,047";"0,042";
"02/03/2022";"0,038";"0,044";"0,044";"0,034";"0,092";"0,011";"0,008";"0,014";"0,013";"0,008";"0,008";"0,014";"0,004";"0,004";"0,016";"0,004";"0,003";"0,013";"0,008";"0,004";"0,007";"0,013";"0,004";"0,003";"0,017";"0,004";"0,003";"0,01";"0,01";"0,004";"0,004";"0,017";"0,003";"0,004";"0,01";"0,01";"0,005";"0,013";"0,015";"0,005";"0,003";"0,017";"0,006";"0,004";"0,015";"0,005";"0,004";"0,015";"0,012";"0,008";"0,202";"0,016";"0,007";"0,009";"0,013";"0,004";"0,004";"0,016";"0,004";"0,004";"0,013";"0,007";"0,004";"0,015";"0,045";"0,035";"0,033";"0,046";"0,035";"0,033";"0,04";"0,04";"0,036";"0,043";"0,052";"0,035";"0,035";"0,048";"0,012";"0,018";"0,027";"0,021";"0,034";"0,026";"0,025";"0,036";"0,031";"0,061";"0,07";"0,06";"0,063";"0,068";"0,058";"0,077";"0,135";"0,028";
"03/03/2022";"0,038";"0,013";"0,011";"0,03";"0,01";"0,006";"0,015";"0,005";"0,004";"0,015";"0,005";"0,004";"0,013";"0,005";"0,004";"0,014";"0,006";"0,004";"0,012";"0,007";"0,004";"0,01";"0,01";"0,004";"0,008";"0,012";"0,003";"0,005";"0,015";"0,004";"0,004";"0,016";"0,004";"0,003";"0,013";"0,009";"0,004";"0,008";"0,012";"0,004";"0,004";"0,016";"0,004";"0,003";"0,021";"0,014";"0,011";"0,019";"0,005";"0,011";"0,018";"0,003";"0,008";"0,012";"0,004";"0,005";"0,014";"0,004";"0,004";"0,016";"0,006";"0,005";"0,015";"0,004";"0,003";"0,016";"0,008";"0,004";"0,016";"0,013";"0,016";"0,016";"0,016";"0,009";"0,011";"0,025";"0,013";"0,012";"0,03";"0,016";"0,015";"0,048";"0,042";"0,037";"0,049";"0,377";"0,151";"0,157";"0,055";"0,05";"0,059";"0,045";"0,329";"0,333";"0,071";"0,011";
"04/03/2022";"0,017";"0,007";"0,011";"0,015";"0,008";"0,01";"0,017";"0,007";"0,005";"0,015";"0,005";"0,004";"0,017";"0,004";"0,004";"0,013";"0,008";"0,005";"0,008";"0,013";"0,004";"0,005";"0,016";"0,005";"0,004";"0,012";"0,01";"0,004";"0,005";"0,016";"0,004";"0,005";"0,013";"0,008";"0,004";"0,011";"0,013";"0,004";"0,005";"0,015";"0,004";"0,004";"0,018";"0,008";"0,005";"0,014";"0,006";"0,015";"0,027";"0,003";"0,004";"0,017";"0,01";"0,006";"0,016";"0,007";"0,014";"0,02";"0,011";"0,014";"0,022";"0,008";"0,003";"0,015";"0,004";"0,004";"0,02";"0,004";"0,004";"0,015";"0,005";"0,004";"0,011";"0,009";"0,003";"0,238";"0,421";"0,036";"0,033";"0,028";"0,016";"0,013";"0,018";"0,01";"0,01";"0,022";"0,01";"0,009";"0,02";"0,012";"0,01";"0,018";"0,015";"0,01";"0,007";"0,021";
"05/03/2022";"0,007";"0,007";"0,028";"0,034";"0,03";"0,029";"0,043";"0,023";"0,025";"0,023";"0,011";"0,007";"0,014";"0,014";"0,008";"0,031";"0,046";"0,008";"0,008";"0,013";"0,009";"0,004";"0,004";"0,016";"0,004";"0,004";"0,01";"0,01";"0,004";"0,004";"0,016";"0,004";"0,004";"0,008";"0,011";"0,004";"0,003";"0,017";"0,003";"0,004";"0,008";"0,012";"0,004";"0,004";"0,015";"0,004";"0,004";"0,009";"0,015";"0,007";"0,014";"0,017";"0,003";"0,004";"0,013";"0,007";"0,003";"0,008";"0,012";"0,004";"0,004";"0,015";"0,005";"0,004";"0,008";"0,011";"0,004";"0,004";"0,016";"0,004";"0,004";"0,009";"0,011";"0,004";"0,003";"0,017";"0,005";"0,037";"0,043";"0,045";"0,037";"0,036";"0,051";"0,045";"0,038";"0,047";"0,034";"0,034";"0,048";"0,037";"0,033";"0,044";"0,033";"0,038";"0,05";"0,044";
"06/03/2022";"0,039";"0,051";"0,035";"0,013";"0,024";"0,01";"0,027";"0,051";"0,038";"0,017";"0,019";"0,01";"0,007";"0,014";"0,023";"0,033";"0,037";"0,009";"0,004";"0,009";"0,01";"0,004";"0,023";"0,04";"0,029";"0,008";"0,012";"0,004";"0,005";"0,014";"0,004";"0,003";"0,016";"0,008";"0,033";"0,033";"0,003";"0,004";"0,016";"0,003";"0,005";"0,019";"0,271";"0,202";"0,02";"0,023";"0,024";"0,016";"0,048";"0,049";"0,059";"0,055";"0,049";"0,055";"0,377";"0,156";"0,188";"0,02";"0,053";"0,064";"0,025";"0,333";"0,311";"0,073";"0,02";"0,005";"0,004";"0,026";"0,034";"0,077";"0,024";"0,004";"0,011";"0,008";"0,022";"0,033";"0,051";"0,05";"0,044";"0,022";"0,016";"0,016";"0,003";"0,004";"0,016";"0,003";"0,004";"0,016";"0,004";"0,003";"0,016";"0,004";"0,003";"0,016";"0,004";"0,004";
"07/03/2022";"0,015";"0,013";"0,019";"0,031";"0,016";"0,01";"0,014";"0,013";"0,005";"0,006";"0,014";"0,003";"0,004";"0,016";"0,004";"0,004";"0,011";"0,009";"0,003";"0,006";"0,015";"0,003";"0,004";"0,014";"0,006";"0,004";"0,007";"0,012";"0,004";"0,004";"0,016";"0,004";"0,004";"0,01";"0,01";"0,006";"0,008";"0,011";"0,004";"0,005";"0,015";"0,005";"0,006";"0,013";"0,004";"0,012";"0,012";"0,005";"0,013";"0,008";"0,004";"0,013";"0,007";"0,009";"0,015";"0,004";"0,006";"0,02";"0,036";"0,037";"0,041";"0,033";"0,033";"0,037";"0,003";"0,009";"0,011";"0,004";"0,009";"0,011";"0,004";"0,017";"0,004";"0,011";"0,014";"0,006";"0,017";"0,009";"0,007";"0,019";"0,008";"0,009";"0,019";"0,007";"0,008";"0,015";"0,004";"0,006";"0,013";"0,004";"0,006";"0,014";"0,004";"0,004";"0,02";"0,007";
"08/03/2022";"0,007";"0,019";"0,008";"0,014";"0,021";"0,005";"0,005";"0,015";"0,005";"0,003";"0,013";"0,007";"0,004";"0,009";"0,011";"0,004";"0,004";"0,016";"0,003";"0,004";"0,015";"0,005";"0,004";"0,01";"0,015";"0,006";"0,004";"0,015";"0,006";"0,003";"0,008";"0,013";"0,004";"0,003";"0,014";"0,006";"0,004";"0,016";"0,014";"0,004";"0,003";"0,015";"0,005";"0,004";"0,009";"0,011";"0,003";"0,004";"0,016";"0,004";"0,003";"0,014";"0,008";"0,003";"0,007";"0,013";"0,003";"0,004";"0,016";"0,004";"0,004";"0,009";"0,01";"0,004";"0,003";"0,017";"0,004";"0,003";"0,011";"0,01";"0,007";"0,019";"0,015";"0,007";"0,007";"0,018";"0,007";"0,007";"0,013";"0,023";"0,023";"0,006";"0,017";"0,003";"0,004";"0,015";"0,012";"0,006";"0,007";"0,021";"0,007";"0,006";"0,013";"0,014";"0,007";"0,007";
"09/03/2022";"0,018";"0,01";"0,007";"0,02";"0,01";"0,004";"0,014";"0,006";"0,004";"0,007";"0,015";"0,004";"0,011";"0,384";"0,026";"0,017";"0,017";"0,028";"0,02";"0,02";"0,023";"0,066";"0,004";"0,004";"0,006";"0,015";"0,004";"0,003";"0,009";"0,012";"0,004";"0,004";"0,01";"0,01";"0,004";"0,004";"0,013";"0,009";"0,012";"0,043";"0,04";"0,033";"0,05";"0,049";"0,004";"0,008";"0,011";"0,003";"0,005";"0,015";"0,004";"0,003";"0,016";"0,004";"0,004";"0,01";"0,01";"0,003";"0,005";"0,014";"0,004";"0,004";"0,013";"0,007";"0,004";"0,006";"0,014";"0,004";"0,004";"0,014";"0,008";"0,007";"0,01";"0,016";"0,007";"0,039";"0,047";"0,034";"0,037";"0,022";"0,013";"0,012";"0,015";"0,019";"0,009";"0,01";"0,019";"0,007";"0,005";"0,008";"0,013";"0,004";"0,004";"0,012";"0,028";"0,019";
"10/03/2022";"0,02";"0,026";"0,013";"0,008";"0,014";"0,009";"0,005";"0,004";"0,017";"0,004";"0,004";"0,007";"0,014";"0,004";"0,004";"0,01";"0,011";"0,004";"0,004";"0,012";"0,008";"0,004";"0,004";"0,016";"0,005";"0,004";"0,004";"0,016";"0,004";"0,003";"0,008";"0,013";"0,004";"0,015";"0,04";"0,039";"0,032";"0,035";"0,038";"0,03";"0,035";"0,038";"0,032";"0,032";"0,105";"0,004";"0,004";"0,015";"0,005";"0,004";"0,019";"0,012";"0,022";"0,02";"0,004";"0,004";"0,013";"0,006";"0,004";"0,011";"0,009";"0,004";"0,007";"0,013";"0,004";"0,004";"0,016";"0,004";"0,004";"0,012";"0,008";"0,004";"0,007";"0,015";"0,01";"0,017";"0,013";"0,007";"0,015";"0,012";"0,007";"0,013";"0,22";"0,011";"0,011";"0,034";"0,068";"0,092";"0,062";"0,024";"0,025";"0,038";"0,025";"0,026";"0,033";"0,031";
