Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00;
"19/05/2021";"0,031";"0,017";"0,02";"0,008";"0,008";"0,02";"0,008";"0,004";"0,011";"0,014";"0,004";"0,004";"0,018";"0,007";"0,004";"0,009";"0,015";"0,004";"0,004";"0,015";"0,01";"0,004";"0,004";"0,019";"0,005";"0,004";"0,01";"0,015";"0,003";"0,004";"0,014";"0,018";"0,319";"0,509";"0,05";"0,05";"0,056";"0,063";"0,056";"0,043";"0,04";"0,057";"0,031";"0,016";"0,024";"0,027";"0,015";"0,021";"0,03";"0,025";"0,015";"0,017";"0,031";"0,021";"0,015";"0,023";"0,028";"0,015";"0,016";"0,026";"0,025";"0,022";"0,023";"0,037";"0,028";"0,024";"0,024";"0,039";"0,026";"0,024";"0,027";"0,037";"0,022";"0,02";"0,027";"0,027";"0,016";"0,015";"0,025";"0,025";"0,015";"0,015";"0,028";"0,021";"0,016";"0,015";"0,028";"0,008";"0,004";"0,005";"0,019";"0,005";"0,003";"0,008";"0,025";"0,011";
"20/05/2021";"0,011";"0,017";"0,013";"0,007";"0,006";"0,021";"0,006";"0,005";"0,01";"0,014";"0,004";"0,004";"0,013";"0,011";"0,004";"0,004";"0,016";"0,008";"0,004";"0,004";"0,018";"0,006";"0,004";"0,005";"0,018";"0,004";"0,004";"0,007";"0,018";"0,003";"0,004";"0,009";"0,016";"0,004";"0,004";"0,011";"0,015";"0,017";"0,025";"0,039";"0,025";"0,021";"0,029";"0,036";"0,022";"0,018";"0,027";"0,027";"0,015";"0,015";"0,028";"0,023";"0,015";"0,017";"0,03";"0,02";"0,015";"0,018";"0,03";"0,006";"0,004";"0,009";"0,018";"0,003";"0,013";"0,028";"0,032";"0,019";"0,02";"0,027";"0,031";"0,021";"0,02";"0,031";"0,031";"0,017";"0,022";"0,037";"0,034";"0,023";"0,022";"0,032";"0,027";"0,017";"0,017";"0,029";"0,022";"0,016";"0,011";"0,019";"0,006";"0,004";"0,008";"0,017";"0,004";"0,004";
"21/05/2021";"0,011";"0,014";"0,006";"0,012";"0,025";"0,01";"0,009";"0,017";"0,021";"0,009";"0,01";"0,021";"0,016";"0,01";"0,01";"0,022";"0,01";"0,007";"0,009";"0,02";"0,006";"0,004";"0,01";"0,016";"0,004";"0,004";"0,012";"0,014";"0,004";"0,004";"0,014";"0,012";"0,004";"0,003";"0,017";"0,009";"0,003";"0,009";"0,025";"0,009";"0,005";"0,011";"0,016";"0,004";"0,007";"0,019";"0,021";"0,014";"0,005";"0,024";"0,041";"0,026";"0,025";"0,037";"0,027";"0,026";"0,029";"0,031";"0,022";"0,017";"0,032";"0,025";"0,018";"0,026";"0,031";"0,022";"0,025";"0,034";"0,019";"0,022";"0,033";"0,017";"0,021";"0,03";"0,02";"0,018";"0,024";"0,007";"0,008";"0,024";"0,013";"0,022";"0,041";"0,03";"0,032";"0,042";"0,03";"0,029";"0,045";"0,03";"0,027";"0,046";"0,033";"0,028";"0,039";"0,037";
"22/05/2021";"0,028";"0,034";"0,041";"0,029";"0,03";"0,046";"0,035";"0,027";"0,034";"0,037";"0,025";"0,026";"0,037";"0,023";"0,021";"0,027";"0,011";"0,004";"0,008";"0,017";"0,004";"0,003";"0,017";"0,008";"0,004";"0,01";"0,015";"0,004";"0,004";"0,017";"0,008";"0,004";"0,009";"0,015";"0,004";"0,004";"0,015";"0,01";"0,004";"0,005";"0,018";"0,006";"0,003";"0,01";"0,015";"0,004";"0,004";"0,015";"0,014";"0,004";"0,021";"0,028";"0,012";"0,012";"0,021";"0,012";"0,01";"0,019";"0,007";"0,004";"0,019";"0,01";"0,005";"0,014";"0,015";"0,006";"0,032";"0,134";"0,005";"0,005";"0,016";"0,012";"0,004";"0,009";"0,018";"0,005";"0,004";"0,015";"0,011";"0,004";"0,008";"0,018";"0,004";"0,003";"0,016";"0,011";"0,003";"0,009";"0,018";"0,004";"0,004";"0,014";"0,199";"0,54";"0,237";"0,038";
"23/05/2021";"0,028";"0,027";"0,042";"0,037";"0,031";"0,037";"0,046";"0,035";"0,033";"0,042";"0,047";"0,034";"0,022";"0,024";"0,013";"0,007";"0,01";"0,022";"0,009";"0,007";"0,016";"0,015";"0,004";"0,004";"0,017";"0,009";"0,003";"0,007";"0,019";"0,004";"0,004";"0,011";"0,016";"0,006";"0,007";"0,018";"0,013";"0,007";"0,007";"0,022";"0,009";"0,005";"0,01";"0,018";"0,004";"0,006";"0,012";"0,014";"0,004";"0,004";"0,016";"0,019";"0,007";"0,005";"0,02";"0,009";"0,004";"0,009";"0,019";"0,003";"0,007";"0,019";"0,006";"0,006";"0,019";"0,022";"0,112";"0,019";"0,007";"0,007";"0,021";"0,101";"0,01";"0,02";"0,063";"0,086";"0,006";"0,004";"0,009";"0,018";"0,009";"0,004";"0,006";"0,019";"0,009";"0,003";"0,006";"0,019";"0,008";"0,003";"0,007";"0,018";"0,016";"0,035";"0,035";"0,043";
"24/05/2021";"0,022";"0,024";"0,029";"0,03";"0,013";"0,005";"0,011";"0,016";"0,004";"0,003";"0,013";"0,014";"0,004";"0,004";"0,014";"0,012";"0,004";"0,003";"0,017";"0,009";"0,004";"0,004";"0,018";"0,008";"0,004";"0,004";"0,018";"0,007";"0,003";"0,007";"0,02";"0,004";"0,004";"0,01";"0,015";"0,004";"0,004";"0,012";"0,013";"0,016";"0,027";"0,037";"0,02";"0,015";"0,024";"0,026";"0,006";"0,007";"0,018";"0,012";"0,006";"0,018";"0,035";"0,021";"0,02";"0,032";"0,03";"0,02";"0,019";"0,034";"0,029";"0,024";"0,03";"0,036";"0,02";"0,022";"0,03";"0,028";"0,016";"0,015";"0,029";"0,017";"0,015";"0,02";"0,146";"0,069";"0,026";"0,039";"0,026";"0,008";"0,004";"0,019";"0,006";"0,005";"0,01";"0,014";"0,005";"0,004";"0,025";"0,022";"0,021";"0,023";"0,033";"0,032";"0,008";"0,016";
"25/05/2021";"0,014";"0,008";"0,01";"0,023";"0,008";"0,004";"0,01";"0,014";"0,004";"0,004";"0,015";"0,01";"0,004";"0,004";"0,019";"0,005";"0,004";"0,009";"0,015";"0,004";"0,004";"0,014";"0,01";"0,009";"0,01";"0,018";"0,006";"0,004";"0,009";"0,015";"0,004";"0,004";"0,014";"0,01";"0,004";"0,008";"0,021";"0,005";"0,009";"0,019";"0,011";"0,004";"0,006";"0,031";"0,031";"0,029";"0,031";"0,038";"0,025";"0,025";"0,036";"0,026";"0,019";"0,023";"0,03";"0,018";"0,019";"0,033";"0,02";"0,017";"0,026";"0,031";"0,02";"0,02";"0,035";"0,024";"0,022";"0,028";"0,032";"0,02";"0,02";"0,032";"0,026";"0,018";"0,022";"0,034";"0,016";"0,016";"0,029";"0,018";"0,015";"0,023";"0,024";"0,016";"0,015";"0,029";"0,018";"0,015";"0,013";"0,013";"0,004";"0,008";"0,065";"0,018";"0,018";"0,044";
"26/05/2021";"0,038";"0,033";"0,026";"0,018";"0,011";"0,013";"0,021";"0,005";"0,005";"0,015";"0,01";"0,005";"0,005";"0,019";"0,004";"0,004";"0,011";"0,013";"0,004";"0,004";"0,017";"0,007";"0,004";"0,007";"0,017";"0,004";"0,004";"0,013";"0,014";"0,005";"0,004";"0,017";"0,007";"0,004";"0,008";"0,016";"0,004";"0,004";"0,014";"0,01";"0,017";"0,033";"0,036";"0,03";"0,019";"0,018";"0,035";"0,028";"0,021";"0,024";"0,03";"0,028";"0,015";"0,016";"0,03";"0,024";"0,02";"0,032";"0,025";"0,02";"0,021";"0,04";"0,031";"0,029";"0,035";"0,211";"0,523";"0,255";"0,058";"0,04";"0,038";"0,047";"0,046";"0,037";"0,037";"0,057";"0,032";"0,021";"0,03";"0,049";"0,037";"0,034";"0,044";"0,313";"0,404";"0,329";"0,252";"0,027";"0,016";"0,029";"0,018";"0,015";"0,027";"0,031";"0,024";"0,018";
"27/05/2021";"0,017";"0,009";"0,011";"0,021";"0,007";"0,008";"0,018";"0,012";"0,008";"0,01";"0,02";"0,007";"0,01";"0,018";"0,018";"0,008";"0,006";"0,018";"0,007";"0,004";"0,007";"0,017";"0,003";"0,004";"0,013";"0,011";"0,004";"0,004";"0,017";"0,007";"0,004";"0,008";"0,016";"0,004";"0,004";"0,013";"0,015";"0,006";"0,014";"0,038";"0,044";"0,021";"0,161";"0,04";"0,029";"0,04";"0,045";"0,028";"0,023";"0,036";"0,03";"0,02";"0,033";"0,023";"0,017";"0,033";"0,021";"0,017";"0,029";"0,022";"0,016";"0,027";"0,022";"0,015";"0,024";"0,026";"0,009";"0,015";"0,021";"0,01";"0,013";"0,024";"0,01";"0,008";"0,019";"0,006";"0,006";"0,016";"0,013";"0,004";"0,007";"0,018";"0,004";"0,006";"0,018";"0,022";"0,029";"0,041";"0,027";"0,015";"0,032";"0,017";"0,015";"0,024";"0,019";"0,011";
"28/05/2021";"0,017";"0,021";"0,011";"0,012";"0,026";"0,012";"0,01";"0,02";"0,012";"0,007";"0,013";"0,018";"0,006";"0,005";"0,018";"0,008";"0,004";"0,01";"0,016";"0,004";"0,004";"0,017";"0,008";"0,004";"0,009";"0,016";"0,004";"0,004";"0,016";"0,01";"0,004";"0,006";"0,019";"0,005";"0,004";"0,015";"0,014";"0,024";"0,048";"0,048";"0,019";"0,019";"0,028";"0,031";"0,021";"0,017";"0,026";"0,026";"0,015";"0,016";"0,03";"0,02";"0,004";"0,01";"0,018";"0,004";"0,004";"0,014";"0,022";"0,019";"0,023";"0,037";"0,026";"0,016";"0,023";"0,038";"0,022";"0,02";"0,025";"0,036";"0,023";"0,016";"0,026";"0,032";"0,02";"0,017";"0,022";"0,029";"0,028";"0,009";"0,016";"0,013";"0,004";"0,01";"0,018";"0,004";"0,004";"0,018";"0,008";"0,004";"0,014";"0,012";"0,004";"0,008";"0,02";"0,01";
"29/05/2021";"0,012";"0,02";"0,013";"0,007";"0,011";"0,021";"0,007";"0,007";"0,018";"0,027";"0,032";"0,034";"0,049";"0,027";"0,019";"0,024";"0,025";"0,009";"0,009";"0,022";"0,011";"0,006";"0,012";"0,017";"0,005";"0,004";"0,016";"0,011";"0,004";"0,007";"0,019";"0,006";"0,004";"0,011";"0,017";"0,005";"0,004";"0,015";"0,013";"0,004";"0,004";"0,018";"0,012";"0,004";"0,005";"0,019";"0,01";"0,005";"0,011";"0,019";"0,03";"0,004";"0,004";"0,014";"0,017";"0,004";"0,004";"0,017";"0,013";"0,004";"0,004";"0,02";"0,009";"0,004";"0,008";"0,019";"0,005";"0,004";"0,011";"0,018";"0,004";"0,006";"0,015";"0,017";"0,004";"0,004";"0,013";"0,016";"0,004";"0,004";"0,013";"0,016";"0,004";"0,004";"0,013";"0,016";"0,004";"0,004";"0,014";"0,015";"0,004";"0,008";"0,026";"0,028";"0,027";"0,019";
"30/05/2021";"0,025";"0,015";"0,009";"0,014";"0,024";"0,01";"0,009";"0,019";"0,015";"0,004";"0,004";"0,018";"0,009";"0,004";"0,008";"0,019";"0,005";"0,004";"0,012";"0,016";"0,003";"0,004";"0,015";"0,013";"0,003";"0,004";"0,018";"0,01";"0,004";"0,005";"0,019";"0,008";"0,004";"0,008";"0,019";"0,006";"0,004";"0,011";"0,018";"0,005";"0,004";"0,015";"0,019";"0,01";"0,004";"0,021";"0,026";"0,027";"0,025";"0,016";"0,029";"0,027";"0,023";"0,006";"0,005";"0,02";"0,019";"0,019";"0,006";"0,005";"0,018";"0,019";"0,008";"0,017";"0,019";"0,023";"0,008";"0,052";"0,016";"0,028";"0,019";"0,013";"0,011";"0,019";"0,007";"0,005";"0,014";"0,016";"0,004";"0,004";"0,018";"0,013";"0,004";"0,004";"0,019";"0,01";"0,004";"0,007";"0,019";"0,007";"0,004";"0,014";"0,027";"0,01";"0,01";"0,017";
"31/05/2021";"0,023";"0,01";"0,01";"0,018";"0,021";"0,01";"0,011";"0,028";"0,017";"0,01";"0,012";"0,023";"0,009";"0,005";"0,008";"0,019";"0,005";"0,004";"0,011";"0,018";"0,004";"0,004";"0,012";"0,017";"0,004";"0,004";"0,011";"0,018";"0,004";"0,004";"0,011";"0,018";"0,004";"0,004";"0,014";"0,019";"0,004";"0,01";"0,036";"0,044";"0,018";"0,027";"0,031";"0,034";"0,018";"0,021";"0,031";"0,028";"0,015";"0,019";"0,03";"0,024";"0,016";"0,021";"0,031";"0,03";"0,022";"0,013";"0,031";"0,033";"0,021";"0,016";"0,022";"0,031";"0,023";"0,021";"0,026";"0,03";"0,021";"0,016";"0,021";"0,031";"0,019";"0,019";"0,025";"0,036";"0,02";"0,007";"0,016";"0,022";"0,007";"0,004";"0,018";"0,017";"0,004";"0,005";"0,015";"0,018";"0,006";"0,013";"0,028";"0,026";"0,017";"0,01";"0,014";"0,017";
