Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00
"11/03/2021";"0,003";"0,004";"0,004";"0,003";"0,004";"0,003";"0,004";"0,003";"0,005";"0,009";"0,004";"0,003";"0,004";"0,003";"0,004";"0,003";"0,004";"0,003";"0,02";"0,023";"0,024";"0,023";"0,022";"0,022";"0,022";"0,022";"0,022";"0,021";"0,022";"0,021";"0,021";"0,022";"0,021";"0,021";"0,022";"0,021";"0,021";"0,021";"0,023";"0,031";"0,031";"0,027";"0,025";"0,054";"0,06";"0,057";"0,054";"0,047";"0,042";"0,028";"0,022";"0,022";"0,021";"0,02";"0,021";"0,037";"0,039";"0,039";"0,047";"0,041";"0,039";"0,037";"0,039";"0,043";"0,041";"0,037";"0,036";"0,04";"0,053";"0,063";"0,065";"0,064";"0,075";"0,088";"0,081";"0,083";"0,308";"0,424";"0,164";"0,054";"0,047";"0,046";"0,046";"0,044";"0,043";"0,044";"0,045";"0,044";"0,056";"0,045";"0,045";"0,045";"0,04";"0,024";"0,024";"0,023";
"12/03/2021";"0,024";"0,024";"0,023";"0,024";"0,023";"0,02";"0,021";"0,02";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,022";"0,024";"0,023";"0,031";"0,055";"0,038";"0,021";"0,021";"0,02";"0,025";"0,027";"0,042";"0,051";"0,048";"0,17";"0,355";"0,031";"0,031";"0,029";"0,038";"0,041";"0,044";"0,038";"0,038";"0,039";"0,038";"0,051";"0,037";"0,035";"0,035";"0,035";"0,043";"0,036";"0,023";"0,027";"0,031";"0,035";"0,049";"0,055";"0,074";"0,082";"0,45";"0,097";"0,09";"0,089";"0,085";"0,083";"0,075";"0,064";"0,063";"0,063";"0,048";"0,038";"0,037";"0,038";"0,037";"0,059";
"13/03/2021";"0,021";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,019";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,019";"0,02";"0,02";"0,02";"0,02";"0,019";"0,02";"0,02";"0,021";"0,02";"0,02";"0,021";"0,022";"0,02";"0,02";"0,02";"0,02";"0,021";"0,02";"0,021";"0,02";"0,02";"0,18";"0,106";"0,048";"0,048";"0,046";"0,038";"0,037";"0,036";"0,037";"0,037";"0,044";"0,022";"0,022";"0,022";"0,024";"0,024";"0,027";"0,026";"0,025";"0,031";"0,028";"0,034";"0,035";"0,028";"0,032";"0,04";"0,04";"0,041";"0,041";"0,052";"0,072";"0,068";"0,073";"0,072";"0,069";"0,056";"0,039";"0,039";"0,04";"0,041";"0,04";"0,04";"0,041";"0,042";"0,04";"0,04";"0,041";"0,04";
"14/03/2021";"0,065";"0,067";"0,051";"0,036";"0,027";"0,02";"0,021";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,02";"0,029";"0,022";"0,026";"0,028";"0,028";"0,021";"0,021";"0,021";"0,022";"0,024";"0,02";"0,022";"0,005";"0,007";"0,013";"0,009";"0,008";"0,103";"0,004";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,004";"0,005";"0,004";"0,003";"0,004";"0,004";"0,081";"0,121";"0,078";"0,056";"0,054";"0,055";"0,055";"0,055";"0,042";"0,036";"0,034";"0,033";"0,032";"0,033";"0,034";"0,036";"0,045";"0,055";"0,048";"0,049";"0,047";"0,035";
"15/03/2021";"0,004";"0,006";"0,006";"0,007";"0,007";"0,006";"0,006";"0,004";"0,008";"0,026";"0,024";"0,023";"0,023";"0,02";"0,003";"0,004";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,004";"0,017";"0,025";"0,024";"0,023";"0,023";"0,012";"0,003";"0,004";"0,006";"0,004";"0,004";"0,005";"0,008";"0,005";"0,023";"0,026";"0,025";"0,051";"0,057";"0,05";"0,045";"0,027";"0,022";"0,099";"0,018";"0,014";"0,014";"0,014";"0,015";"0,014";"0,033";"0,035";"0,036";"0,037";"0,037";"0,036";"0,023";"0,028";"0,026";"0,025";"0,022";"0,024";"0,025";"0,024";"0,023";"0,033";"0,047";"0,042";"0,04";"0,041";"0,041";"0,026";"0,019";"0,018";"0,027";"0,047";"0,009";"0,007";"0,008";"0,007";"0,016";"0,029";"0,028";"0,026";"0,027";"0,02";"0,008";"0,007";"0,008";"0,008";"0,007";"0,008";"0,007";
"16/03/2021";"0,014";"0,01";"0,022";"0,028";"0,026";"0,026";"0,025";"0,015";"0,005";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,019";"0,024";"0,024";"0,023";"0,022";"0,01";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,003";"0,004";"0,02";"0,024";"0,024";"0,027";"0,035";"0,04";"0,04";"0,036";"0,023";"0,017";"0,019";"0,02";"0,019";"0,021";"0,021";"0,021";"0,035";"0,042";"0,041";"0,036";"0,035";"0,034";"0,022";"0,006";"0,013";"0,019";"0,017";"0,016";"0,04";"0,038";"0,038";"0,038";"0,038";"0,024";"0,022";"0,008";"0,004";"0,003";"0,004";"0,003";"0,004";"0,007";"0,028";"0,036";"0,032";"0,036";"0,021";"0,004";"0,003";"0,004";"0,004";"0,004";"0,004";"0,004";"0,004";"0,004";"0,021";"0,026";"0,027";"0,026";"0,03";"0,017";"0,009";"0,007";"0,006";
"17/03/2021";"0,007";"0,005";"0,003";"0,004";"0,003";"0,007";"0,026";"0,024";"0,023";"0,022";"0,019";"0,004";"0,003";"0,004";"0,003";"0,004";"0,003";"0,004";"0,003";"0,004";"0,007";"0,026";"0,023";"0,023";"0,023";"0,017";"0,003";"0,004";"0,003";"0,004";"0,003";"0,004";"0,003";"0,006";"0,004";"0,075";"0,042";"0,039";"0,038";"0,037";"0,034";"0,038";"0,033";"0,264";"0,026";"0,018";"0,02";"0,016";"0,015";"0,011";"0,004";"0,011";"0,019";"0,025";"0,025";"0,023";"0,023";"0,023";"0,005";"0,003";"0,004";"0,004";"0,004";"0,011";"0,018";"0,014";"0,019";"0,032";"0,033";"0,025";"0,024";"0,027";"0,013";"0,01";"0,008";"0,004";"0,003";"0,004";"0,004";"0,004";"0,003";"0,019";"0,032";"0,029";"0,029";"0,032";"0,015";"0,011";"0,007";"0,009";"0,01";"0,007";"0,007";"0,008";"0,013";"0,014";
"18/03/2021";"0,031";"0,031";"0,024";"0,022";"0,021";"0,004";"0,003";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,004";"0,008";"0,025";"0,024";"0,024";"0,022";"0,018";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,004";"0,004";"0,003";"0,009";"0,029";"0,025";"0,025";"0,028";"0,023";"0,021";"0,004";"0,004";"0,005";"0,004";"0,005";"0,005";"0,028";"0,027";"0,023";"0,037";"0,037";"0,04";"0,064";"0,1";"0,021";"0,011";"0,03";"0,037";"0,036";"0,03";"0,007";"0,012";"0,025";"0,024";"0,029";"0,033";"0,027";"0,012";"0,011";"0,012";"0,011";"0,012";"0,016";"0,014";"0,004";"0,01";"0,03";"0,03";"0,025";"0,023";"0,021";"0,004";"0,007";"0,009";"0,016";"0,016";"0,016";"0,016";"0,043";"0,177";"0,062";"0,062";"0,057";"0,057";"0,057";"0,05";"0,032";"0,004";"0,004";"0,009";
"19/03/2021";"0,011";"0,016";"0,012";"0,011";"0,011";"0,022";"0,027";"0,025";"0,024";"0,02";"0,004";"0,004";"0,004";"0,004";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,015";"0,025";"0,024";"0,023";"0,02";"0,004";"0,004";"0,004";"0,004";"0,003";"0,005";"0,003";"0,006";"0,025";"0,022";"0,034";"0,041";"0,038";"0,037";"0,027";"0,017";"0,014";"0,004";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,02";"0,045";"0,049";"0,045";"0,035";"0,026";"0,008";"0,004";"0,004";"0,004";"0,004";"0,004";"0,004";"0,006";"0,004";"0,007";"0,029";"0,03";"0,028";"0,023";"0,006";"0,018";"0,008";"0,009";"0,008";"0,01";"0,009";"0,008";"0,009";"0,008";"0,014";"0,03";"0,029";"0,023";"0,023";"0,011";"0,004";"0,003";"0,004";"0,008";"0,009";"0,011";"0,013";"0,014";"0,009";"0,036";"0,047";
"20/03/2021";"0,045";"0,045";"0,03";"0,01";"0,007";"0,006";"0,007";"0,007";"0,006";"0,005";"0,005";"0,004";"0,004";"0,01";"0,026";"0,024";"0,023";"0,023";"0,009";"0,004";"0,003";"0,004";"0,004";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,019";"0,025";"0,023";"0,023";"0,022";"0,004";"0,004";"0,005";"0,012";"0,015";"0,013";"0,004";"0,003";"0,004";"0,016";"0,025";"0,024";"0,023";"0,023";"0,013";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,004";"0,003";"0,004";"0,013";"0,025";"0,024";"0,022";"0,023";"0,012";"0,004";"0,004";"0,013";"0,02";"0,018";"0,021";"0,022";"0,034";"0,043";"0,041";"0,041";"0,042";"0,029";"0,022";"0,028";"0,024";"0,027";"0,027";"0,027";"0,024";"0,026";"0,029";"0,069";"0,054";"0,269";"0,448";"0,123";"0,043";"0,05";"0,007";"0,006";"0,005";
"21/03/2021";"0,004";"0,005";"0,004";"0,004";"0,004";"0,004";"0,019";"0,025";"0,023";"0,023";"0,023";"0,004";"0,004";"0,004";"0,004";"0,003";"0,005";"0,006";"0,004";"0,003";"0,004";"0,007";"0,026";"0,024";"0,023";"0,023";"0,011";"0,004";"0,003";"0,004";"0,004";"0,004";"0,004";"0,003";"0,004";"0,004";"0,004";"0,02";"0,024";"0,024";"0,023";"0,023";"0,021";"0,003";"0,004";"0,004";"0,003";"0,004";"0,004";"0,016";"0,03";"0,029";"0,033";"0,051";"0,049";"0,048";"0,048";"0,047";"0,047";"0,029";"0,028";"0,03";"0,029";"0,03";"0,03";"0,029";"0,013";"0,008";"0,025";"0,024";"0,026";"0,032";"0,034";"0,031";"0,035";"0,029";"0,014";"0,01";"0,011";"0,01";"0,012";"0,019";"0,019";"0,019";"0,033";"0,064";"0,064";"0,064";"0,064";"0,064";"0,052";"0,054";"0,059";"0,058";"0,055";"0,053";
"22/03/2021";"0,054";"0,039";"0,034";"0,03";"0,026";"0,025";"0,023";"0,006";"0,004";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,004";"0,013";"0,025";"0,023";"0,023";"0,023";"0,013";"0,004";"0,004";"0,003";"0,004";"0,004";"0,003";"0,004";"0,004";"0,003";"0,013";"0,025";"0,023";"0,023";"0,027";"0,024";"0,018";"0,004";"0,033";"0,041";"0,033";"0,026";"0,021";"0,02";"0,02";"0,035";"0,037";"0,04";"0,036";"0,035";"0,038";"0,019";"0,016";"0,016";"0,017";"0,02";"0,021";"0,021";"0,026";"0,045";"0,046";"0,04";"0,037";"0,04";"0,034";"0,028";"0,191";"0,084";"0,039";"0,139";"0,104";"0,061";"0,042";"0,031";"0,026";"0,025";"0,023";"0,026";"0,03";"0,053";"0,033";"0,035";"0,033";"0,033";"0,029";"0,029";"0,033";"0,058";"0,053";"0,063";"0,063";"0,062";"0,056";"0,169";"0,028";
"23/03/2021";"0,026";"0,025";"0,026";"0,025";"0,023";"0,022";"0,021";"0,022";"0,021";"0,02";"0,021";"0,021";"0,021";"0,02";"0,021";"0,02";"0,021";"0,021";"0,02";"0,021";"0,02";"0,021";"0,02";"0,02";"0,021";"0,02";"0,02";"0,021";"0,02";"0,02";"0,02";"0,022";"0,02";"0,021";"0,022";"0,037";"0,038";"0,031";"0,033";"0,032";"0,032";"0,031";"0,034";"0,031";"0,032";"0,031";"0,038";"0,032";"0,031";"0,031";"0,033";"0,032";"0,031";"0,034";"0,022";"0,021";"0,037";"0,038";"0,037";"0,034";"0,032";"0,033";"0,034";"0,033";"0,033";"0,032";"0,039";"0,039";"0,037";"0,035";"0,042";"0,041";"0,043";"0,041";"0,041";"0,029";"0,024";"0,022";"0,021";"0,02";"0,02";"0,019";"0,02";"0,022";"0,041";"0,16";"0,035";"0,033";"0,032";"0,039";"0,034";"0,033";"0,028";"0,028";"0,027";"0,028";
"24/03/2021";"0,028";"0,025";"0,025";"0,025";"0,024";"0,026";"0,022";"0,023";"0,022";"0,021";"0,02";"0,02";"0,02";"0,02";"0,019";"0,02";"0,02";"0,019";"0,02";"0,019";"0,02";"0,019";"0,02";"0,02";"0,019";"0,02";"0,019";"0,02";"0,02";"0,02";"0,019";"0,02";"0,019";"0,021";"0,026";"0,02";"0,023";"0,025";"0,022";"0,023";"0,03";"0,039";"0,052";"0,043";"0,037";"0,028";"0,037";"0,032";"0,032";"0,032";"0,033";"0,032";"0,034";"0,032";"0,032";"0,032";"0,033";"0,032";"0,033";"0,032";"0,04";"0,04";"0,04";"0,039";"0,038";"0,038";"0,037";"0,035";"0,035";"0,034";"0,034";"0,054";"0,239";"0,045";"0,043";"0,05";"0,035";"0,036";"0,036";"0,039";"0,042";"0,119";"0,598";"0,223";"0,067";"0,068";"0,069";"0,071";"0,072";"0,065";"0,06";"0,041";"0,041";"0,041";"0,041";"0,041";
"25/03/2021";"0,045";"0,036";"0,024";"0,024";"0,025";"0,025";"0,024";"0,024";"0,023";"0,022";"0,022";"0,022";"0,021";"0,022";"0,021";"0,022";"0,022";"0,021";"0,022";"0,021";"0,022";"0,021";"0,021";"0,022";"0,021";"0,021";"0,022";"0,021";"0,021";"0,022";"0,02";"0,019";"0,02";"0,019";"0,02";"0,038";"0,05";"0,048";"0,03";"0,046";"0,056";"0,325";"0,479";"0,135";"0,008";"0,025";"0,018";"0,018";"0,013";"0,016";"0,017";"0,02";"0,016";"0,021";"0,044";"0,042";"0,022";"0,019";"0,019";"0,017";"0,017";"0,016";"0,016";"0,016";"0,016";"0,019";"0,016";"0,021";"0,019";"0,021";"0,026";"0,019";"0,02";"0,02";"0,006";"0,003";"0,004";"0,005";"0,022";"0,031";"0,025";"0,028";"0,025";"0,032";"0,071";"0,073";"0,093";"0,071";"0,076";"0,086";"0,079";"0,082";"0,068";"0,048";"0,064";"0,051";
