Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00;
"21/10/2021";"0,028";"0,03";"0,033";"0,013";"0,02";"0,013";"0,007";"0,015";"0,005";"0,005";"0,015";"0,004";"0,005";"0,015";"0,004";"0,008";"0,012";"0,004";"0,01";"0,01";"0,004";"0,011";"0,009";"0,004";"0,012";"0,007";"0,004";"0,014";"0,006";"0,004";"0,015";"0,005";"0,004";"0,015";"0,004";"0,007";"0,035";"0,034";"0,044";"0,033";"0,039";"0,04";"0,036";"0,048";"0,034";"0,043";"0,033";"0,017";"0,027";"0,016";"0,333";"0,129";"0,214";"0,252";"0,074";"0,016";"0,01";"0,019";"0,007";"0,012";"0,014";"0,007";"0,018";"0,007";"0,011";"0,015";"0,007";"0,018";"0,007";"0,009";"0,017";"0,007";"0,014";"0,011";"0,01";"0,021";"0,011";"0,024";"0,01";"0,017";"0,014";"0,01";"0,015";"0,004";"0,013";"0,006";"0,004";"0,016";"0,003";"0,01";"0,018";"0,017";"0,016";"0,009";"0,018";"0,007";
"22/10/2021";"0,016";"0,014";"0,009";"0,02";"0,007";"0,011";"0,011";"0,005";"0,015";"0,005";"0,004";"0,016";"0,004";"0,007";"0,013";"0,004";"0,01";"0,01";"0,004";"0,011";"0,008";"0,004";"0,013";"0,007";"0,004";"0,013";"0,007";"0,004";"0,014";"0,006";"0,004";"0,014";"0,005";"0,005";"0,019";"0,007";"0,009";"0,017";"0,005";"0,007";"0,013";"0,005";"0,015";"0,004";"0,005";"0,133";"0,513";"0,397";"0,148";"0,079";"0,074";"0,07";"0,182";"0,007";"0,026";"0,019";"0,011";"0,016";"0,004";"0,009";"0,011";"0,004";"0,015";"0,004";"0,005";"0,015";"0,004";"0,01";"0,009";"0,004";"0,015";"0,005";"0,004";"0,016";"0,009";"0,026";"0,024";"0,012";"0,015";"0,005";"0,004";"0,016";"0,004";"0,004";"0,017";"0,003";"0,004";"0,016";"0,004";"0,004";"0,018";"0,011";"0,01";"0,023";"0,01";"0,01";
"23/10/2021";"0,021";"0,011";"0,004";"0,014";"0,007";"0,004";"0,013";"0,008";"0,004";"0,012";"0,009";"0,004";"0,012";"0,009";"0,004";"0,011";"0,01";"0,004";"0,169";"0,329";"0,108";"0,076";"0,02";"0,014";"0,018";"0,023";"0,014";"0,018";"0,023";"0,004";"0,006";"0,014";"0,004";"0,005";"0,014";"0,004";"0,006";"0,014";"0,004";"0,006";"0,013";"0,004";"0,013";"0,016";"0,028";"0,022";"0,004";"0,01";"0,009";"0,004";"0,015";"0,004";"0,004";"0,014";"0,004";"0,009";"0,01";"0,004";"0,012";"0,007";"0,004";"0,016";"0,003";"0,004";"0,016";"0,004";"0,006";"0,013";"0,004";"0,009";"0,01";"0,004";"0,011";"0,008";"0,004";"0,014";"0,004";"0,004";"0,016";"0,004";"0,004";"0,015";"0,004";"0,007";"0,012";"0,004";"0,009";"0,01";"0,004";"0,011";"0,008";"0,004";"0,012";"0,008";"0,004";"0,013";
"24/10/2021";"0,006";"0,003";"0,016";"0,004";"0,004";"0,015";"0,004";"0,004";"0,016";"0,004";"0,003";"0,016";"0,004";"0,004";"0,016";"0,003";"0,004";"0,016";"0,004";"0,004";"0,016";"0,004";"0,003";"0,016";"0,004";"0,004";"0,015";"0,004";"0,004";"0,016";"0,004";"0,004";"0,015";"0,004";"0,003";"0,016";"0,004";"0,004";"0,016";"0,003";"0,004";"0,016";"0,004";"0,004";"0,015";"0,004";"0,004";"0,015";"0,004";"0,005";"0,014";"0,004";"0,006";"0,014";"0,003";"0,008";"0,012";"0,004";"0,008";"0,011";"0,004";"0,01";"0,009";"0,005";"0,012";"0,008";"0,007";"0,032";"0,011";"0,007";"0,113";"0,417";"0,565";"0,303";"0,283";"0,138";"0,019";"0,02";"0,014";"0,086";"0,03";"0,003";"0,016";"0,004";"0,008";"0,011";"0,004";"0,012";"0,007";"0,004";"0,016";"0,004";"0,013";"0,018";"0,011";"0,029";
"25/10/2021";"0,031";"0,017";"0,015";"0,009";"0,004";"0,015";"0,005";"0,004";"0,017";"0,005";"0,008";"0,012";"0,003";"0,011";"0,009";"0,004";"0,013";"0,006";"0,004";"0,014";"0,006";"0,004";"0,014";"0,005";"0,004";"0,014";"0,01";"0,189";"0,15";"0,201";"0,174";"0,279";"0,007";"0,016";"0,005";"0,007";"0,013";"0,006";"0,019";"0,014";"0,004";"0,016";"0,004";"0,009";"0,012";"0,004";"0,013";"0,008";"0,004";"0,016";"0,004";"0,005";"0,015";"0,005";"0,005";"0,015";"0,004";"0,007";"0,014";"0,005";"0,008";"0,014";"0,008";"0,019";"0,007";"0,012";"0,299";"0,108";"0,158";"0,332";"0,07";"0,011";"0,005";"0,016";"0,004";"0,012";"0,016";"0,007";"0,017";"0,01";"0,008";"0,021";"0,01";"0,035";"0,034";"0,029";"0,039";"0,029";"0,025";"0,038";"0,025";"0,03";"0,04";"0,03";"0,022";"0,01";
"26/10/2021";"0,005";"0,015";"0,01";"0,005";"0,014";"0,003";"0,009";"0,012";"0,003";"0,01";"0,009";"0,004";"0,012";"0,008";"0,004";"0,013";"0,006";"0,004";"0,014";"0,006";"0,004";"0,013";"0,006";"0,004";"0,013";"0,007";"0,004";"0,012";"0,008";"0,003";"0,01";"0,011";"0,004";"0,007";"0,012";"0,01";"0,009";"0,013";"0,004";"0,005";"0,015";"0,007";"0,007";"0,018";"0,006";"0,008";"0,019";"0,008";"0,016";"0,011";"0,006";"0,017";"0,005";"0,005";"0,016";"0,004";"0,006";"0,014";"0,004";"0,006";"0,014";"0,004";"0,006";"0,013";"0,004";"0,006";"0,014";"0,003";"0,006";"0,015";"0,012";"0,014";"0,02";"0,01";"0,032";"0,042";"0,033";"0,06";"0,039";"0,037";"0,051";"0,039";"0,049";"0,042";"0,04";"0,053";"0,047";"0,047";"0,058";"0,037";"0,034";"0,038";"0,032";"0,042";"0,032";"0,029";
"27/10/2021";"0,037";"0,026";"0,025";"0,037";"0,026";"0,025";"0,037";"0,026";"0,026";"0,035";"0,025";"0,029";"0,033";"0,025";"0,03";"0,011";"0,004";"0,011";"0,009";"0,004";"0,012";"0,007";"0,004";"0,013";"0,007";"0,004";"0,013";"0,006";"0,004";"0,013";"0,007";"0,004";"0,013";"0,006";"0,094";"0,285";"0,067";"0,382";"0,078";"0,005";"0,005";"0,019";"0,004";"0,007";"0,014";"0,005";"0,007";"0,013";"0,005";"0,008";"0,012";"0,005";"0,01";"0,011";"0,004";"0,011";"0,012";"0,012";"0,015";"0,011";"0,005";"0,011";"0,009";"0,004";"0,012";"0,009";"0,005";"0,012";"0,008";"0,005";"0,013";"0,007";"0,006";"0,018";"0,007";"0,022";"0,037";"0,032";"0,032";"0,045";"0,036";"0,037";"0,029";"0,008";"0,012";"0,014";"0,007";"0,014";"0,019";"0,014";"0,028";"0,016";"0,013";"0,017";"0,009";"0,019";
"28/10/2021";"0,007";"0,008";"0,018";"0,007";"0,008";"0,017";"0,007";"0,008";"0,014";"0,005";"0,007";"0,013";"0,005";"0,006";"0,014";"0,004";"0,006";"0,013";"0,004";"0,006";"0,014";"0,004";"0,005";"0,015";"0,004";"0,004";"0,016";"0,004";"0,004";"0,015";"0,005";"0,004";"0,012";"0,008";"0,004";"0,008";"0,015";"0,008";"0,013";"0,013";"0,009";"0,018";"0,008";"0,022";"0,035";"0,008";"0,016";"0,01";"0,007";"0,018";"0,009";"0,046";"0,014";"0,007";"0,013";"0,011";"0,006";"0,015";"0,009";"0,005";"0,016";"0,004";"0,004";"0,016";"0,011";"0,016";"0,018";"0,012";"0,018";"0,016";"0,01";"0,019";"0,011";"0,006";"0,015";"0,007";"0,013";"0,041";"0,035";"0,032";"0,039";"0,035";"0,015";"0,025";"0,014";"0,014";"0,033";"0,02";"0,022";"0,029";"0,013";"0,013";"0,022";"0,013";"0,016";"0,018";
"29/10/2021";"0,011";"0,016";"0,019";"0,013";"0,013";"0,019";"0,008";"0,008";"0,018";"0,004";"0,004";"0,014";"0,006";"0,004";"0,009";"0,013";"0,003";"0,004";"0,017";"0,004";"0,004";"0,01";"0,011";"0,004";"0,004";"0,016";"0,005";"0,004";"0,006";"0,015";"0,004";"0,004";"0,011";"0,009";"0,004";"0,006";"0,015";"0,006";"0,004";"0,004";"0,017";"0,004";"0,004";"0,007";"0,013";"0,005";"0,004";"0,014";"0,005";"0,004";"0,009";"0,01";"0,005";"0,014";"0,012";"0,005";"0,009";"0,01";"0,004";"0,007";"0,013";"0,003";"0,005";"0,014";"0,004";"0,004";"0,016";"0,004";"0,004";"0,014";"0,006";"0,003";"0,011";"0,008";"0,004";"0,007";"0,013";"0,004";"0,004";"0,016";"0,004";"0,003";"0,013";"0,009";"0,008";"0,311";"0,151";"0,149";"0,204";"0,021";"0,015";"0,022";"0,396";"0,168";"0,018";"0,014";
"30/10/2021";"0,009";"0,013";"0,016";"0,01";"0,015";"0,017";"0,011";"0,012";"0,017";"0,007";"0,015";"0,015";"0,008";"0,01";"0,017";"0,005";"0,013";"0,006";"0,004";"0,015";"0,004";"0,004";"0,015";"0,005";"0,004";"0,013";"0,006";"0,004";"0,011";"0,009";"0,004";"0,007";"0,013";"0,005";"0,005";"0,015";"0,004";"0,004";"0,016";"0,004";"0,003";"0,014";"0,006";"0,004";"0,011";"0,009";"0,004";"0,007";"0,013";"0,007";"0,006";"0,019";"0,009";"0,009";"0,02";"0,011";"0,009";"0,016";"0,014";"0,009";"0,015";"0,035";"0,017";"0,011";"0,023";"0,031";"0,039";"0,034";"0,029";"0,039";"0,029";"0,038";"0,033";"0,013";"0,012";"0,003";"0,001";"0,012";"0,001";"0,001";"0,013";"0,001";"0,001";"0,012";"0,001";"0,001";"0,012";"0,002";"0,001";"0,009";"0,006";"0,001";"0,005";"0,009";"0,001";"0,001";
"31/10/2021";"0,013";"0,001";"0,001";"0,013";"0,001";"0,001";"0,011";"0,003";"0,001";"0,007";"0,008";"0,001";"0,013";"0,002";"0,001";"0,007";"0,007";"0,001";"0,002";"0,013";"0,001";"0,001";"0,011";"0,003";"0,001";"0,005";"0,01";"0,001";"0,001";"0,013";"0,002";"0,001";"0,007";"0,007";"0,001";"0,001";"0,014";"0,001";"0,001";"0,009";"0,005";"0,001";"0,003";"0,012";"0,001";"0,001";"0,012";"0,002";"0,001";"0,006";"0,008";"0,001";"0,001";"0,014";"0,001";"0,001";"0,008";"0,006";"0,001";"0,002";"0,012";"0,001";"0,001";"0,012";"0,002";"0,001";"0,006";"0,009";"0,001";"0,001";"0,013";"0,001";"0,033";"0,042";"0,041";"0,037";"0,028";"0,048";"0,038";"0,072";"0,046";"0,025";"0,027";"0,034";"0,025";"0,025";"0,037";"0,025";"0,024";"0,038";"0,024";"0,026";"0,034";"0,028";"0,025";"0,038";
