Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00;
"21/11/2021";"0,009";"0,011";"0,004";"0,003";"0,016";"0,003";"0,013";"0,026";"0,016";"0,007";"0,011";"0,018";"0,003";"0,004";"0,016";"0,004";"0,003";"0,01";"0,01";"0,003";"0,005";"0,015";"0,003";"0,004";"0,015";"0,004";"0,004";"0,009";"0,011";"0,003";"0,004";"0,015";"0,004";"0,003";"0,014";"0,006";"0,003";"0,009";"0,011";"0,003";"0,005";"0,013";"0,004";"0,003";"0,016";"0,004";"0,005";"0,018";"0,003";"0,004";"0,015";"0,004";"0,004";"0,019";"0,007";"0,007";"0,018";"0,006";"0,006";"0,017";"0,003";"0,004";"0,015";"0,004";"0,01";"0,009";"0,003";"0,016";"0,019";"0,022";"0,042";"0,03";"0,03";"0,042";"0,03";"0,031";"0,046";"0,034";"0,046";"0,354";"0,085";"0,172";"0,331";"0,152";"0,019";"0,021";"0,014";"0,029";"0,005";"0,011";"0,008";"0,004";"0,021";"0,008";"0,014";"0,011";
"22/11/2021";"0,01";"0,023";"0,011";"0,02";"0,011";"0,006";"0,016";"0,004";"0,008";"0,012";"0,005";"0,012";"0,008";"0,004";"0,015";"0,005";"0,004";"0,016";"0,004";"0,004";"0,017";"0,004";"0,004";"0,016";"0,005";"0,004";"0,019";"0,009";"0,005";"0,015";"0,004";"0,006";"0,015";"0,004";"0,009";"0,023";"0,005";"0,004";"0,015";"0,003";"0,005";"0,014";"0,004";"0,004";"0,015";"0,004";"0,004";"0,016";"0,003";"0,004";"0,016";"0,003";"0,011";"0,012";"0,006";"0,026";"0,035";"0,03";"0,039";"0,032";"0,029";"0,043";"0,029";"0,03";"0,041";"0,031";"0,039";"0,032";"0,03";"0,044";"0,035";"0,043";"0,048";"0,041";"0,098";"0,144";"0,059";"0,068";"0,055";"0,059";"0,196";"0,237";"0,245";"0,124";"0,052";"0,056";"0,042";"0,176";"0,411";"0,165";"0,049";"0,041";"0,045";"0,045";"0,036";"0,029";
"23/11/2021";"0,009";"0,005";"0,016";"0,004";"0,004";"0,016";"0,004";"0,008";"0,013";"0,004";"0,009";"0,011";"0,005";"0,01";"0,01";"0,005";"0,01";"0,01";"0,004";"0,011";"0,01";"0,004";"0,01";"0,011";"0,004";"0,009";"0,012";"0,004";"0,007";"0,014";"0,004";"0,005";"0,015";"0,004";"0,004";"0,017";"0,004";"0,004";"0,016";"0,005";"0,005";"0,03";"0,37";"0,024";"0,021";"0,053";"0,031";"0,062";"0,022";"0,023";"0,065";"0,017";"0,225";"0,158";"0,158";"0,315";"0,069";"0,006";"0,017";"0,005";"0,014";"0,01";"0,006";"0,022";"0,013";"0,019";"0,02";"0,014";"0,025";"0,019";"0,015";"0,028";"0,016";"0,02";"0,024";"0,017";"0,023";"0,011";"0,011";"0,023";"0,158";"0,406";"0,124";"0,136";"0,035";"0,027";"0,042";"0,025";"0,039";"0,035";"0,091";"0,068";"0,048";"0,036";"0,02";"0,019";
"24/11/2021";"0,013";"0,021";"0,013";"0,013";"0,014";"0,005";"0,012";"0,009";"0,004";"0,013";"0,006";"0,003";"0,015";"0,005";"0,004";"0,014";"0,005";"0,004";"0,014";"0,005";"0,004";"0,013";"0,007";"0,003";"0,011";"0,009";"0,004";"0,008";"0,011";"0,004";"0,005";"0,014";"0,004";"0,003";"0,017";"0,01";"0,004";"0,013";"0,005";"0,004";"0,01";"0,009";"0,004";"0,007";"0,012";"0,004";"0,003";"0,016";"0,003";"0,004";"0,015";"0,003";"0,004";"0,016";"0,004";"0,003";"0,013";"0,006";"0,004";"0,01";"0,009";"0,004";"0,006";"0,013";"0,004";"0,003";"0,017";"0,003";"0,004";"0,013";"0,006";"0,004";"0,015";"0,025";"0,033";"0,03";"0,043";"0,031";"0,032";"0,042";"0,032";"0,036";"0,047";"0,036";"0,045";"0,036";"0,034";"0,045";"0,037";"0,035";"0,034";"0,013";"0,019";"0,03";"0,012";"0,018";
"25/11/2021";"0,012";"0,004";"0,007";"0,012";"0,003";"0,006";"0,013";"0,02";"0,027";"0,039";"0,028";"0,026";"0,034";"0,004";"0,003";"0,015";"0,004";"0,003";"0,015";"0,004";"0,003";"0,016";"0,004";"0,004";"0,014";"0,005";"0,004";"0,03";"0,031";"0,028";"0,032";"0,034";"0,028";"0,008";"0,013";"0,004";"0,009";"0,018";"0,014";"0,024";"0,029";"0,021";"0,023";"0,022";"0,015";"0,02";"0,024";"0,014";"0,024";"0,039";"0,031";"0,038";"0,047";"0,018";"0,021";"0,009";"0,013";"0,016";"0,014";"0,022";"0,011";"0,01";"0,019";"0,011";"0,01";"0,026";"0,014";"0,037";"0,048";"0,036";"0,03";"0,041";"0,026";"0,007";"0,018";"0,008";"0,01";"0,033";"0,007";"0,003";"0,016";"0,004";"0,003";"0,018";"0,031";"0,033";"0,048";"0,037";"0,036";"0,042";"0,014";"0,013";"0,026";"0,014";"0,014";"0,029";
"26/11/2021";"0,014";"0,012";"0,046";"0,014";"0,01";"0,019";"0,011";"0,01";"0,016";"0,015";"0,009";"0,018";"0,014";"0,004";"0,01";"0,01";"0,003";"0,008";"0,012";"0,004";"0,006";"0,013";"0,004";"0,004";"0,016";"0,004";"0,003";"0,012";"0,008";"0,004";"0,006";"0,014";"0,004";"0,003";"0,014";"0,007";"0,003";"0,006";"0,014";"0,004";"0,017";"0,04";"0,034";"0,035";"0,05";"0,044";"0,037";"0,052";"0,274";"0,231";"0,196";"0,32";"0,086";"0,012";"0,02";"0,01";"0,013";"0,016";"0,009";"0,018";"0,012";"0,032";"0,048";"0,029";"0,015";"0,024";"0,016";"0,019";"0,023";"0,011";"0,016";"0,017";"0,011";"0,018";"0,016";"0,013";"0,026";"0,023";"0,015";"0,022";"0,017";"0,004";"0,017";"0,014";"0,014";"0,025";"0,014";"0,019";"0,023";"0,014";"0,016";"0,023";"0,014";"0,018";"0,022";"0,014";
"27/11/2021";"0,021";"0,021";"0,013";"0,017";"0,023";"0,013";"0,009";"0,016";"0,005";"0,011";"0,021";"0,009";"0,01";"0,021";"0,004";"0,004";"0,014";"0,005";"0,004";"0,012";"0,008";"0,003";"0,009";"0,011";"0,004";"0,004";"0,016";"0,003";"0,004";"0,014";"0,006";"0,003";"0,009";"0,011";"0,004";"0,004";"0,016";"0,004";"0,003";"0,012";"0,015";"0,01";"0,013";"0,018";"0,005";"0,004";"0,015";"0,006";"0,014";"0,016";"0,008";"0,004";"0,011";"0,008";"0,004";"0,008";"0,012";"0,003";"0,004";"0,016";"0,004";"0,004";"0,014";"0,006";"0,003";"0,011";"0,036";"0,121";"0,006";"0,014";"0,003";"0,004";"0,016";"0,004";"0,004";"0,01";"0,01";"0,004";"0,004";"0,017";"0,003";"0,004";"0,009";"0,011";"0,004";"0,004";"0,016";"0,004";"0,004";"0,009";"0,011";"0,004";"0,004";"0,014";"0,007";"0,004";
"28/11/2021";"0,003";"0,016";"0,004";"0,004";"0,01";"0,01";"0,004";"0,004";"0,015";"0,006";"0,004";"0,004";"0,017";"0,003";"0,004";"0,006";"0,014";"0,004";"0,006";"0,017";"0,014";"0,008";"0,007";"0,018";"0,006";"0,005";"0,004";"0,017";"0,004";"0,004";"0,008";"0,013";"0,004";"0,004";"0,01";"0,01";"0,004";"0,004";"0,013";"0,007";"0,004";"0,004";"0,016";"0,004";"0,004";"0,007";"0,014";"0,003";"0,027";"0,04";"0,026";"0,029";"0,044";"0,034";"0,039";"0,047";"0,038";"0,049";"0,034";"0,019";"0,363";"0,133";"0,103";"0,017";"0,038";"0,045";"0,043";"0,349";"0,321";"0,104";"0,032";"0,052";"0,033";"0,038";"0,043";"0,044";"0,049";"0,036";"0,041";"0,042";"0,036";"0,049";"0,034";"0,039";"0,04";"0,282";"0,605";"0,322";"0,05";"0,023";"0,027";"0,026";"0,135";"0,395";"0,194";"0,082";
"29/11/2021";"0,022";"0,009";"0,008";"0,02";"0,009";"0,011";"0,011";"0,005";"0,012";"0,008";"0,005";"0,014";"0,007";"0,005";"0,014";"0,007";"0,004";"0,013";"0,009";"0,004";"0,011";"0,011";"0,004";"0,008";"0,013";"0,005";"0,004";"0,016";"0,005";"0,004";"0,017";"0,005";"0,005";"0,012";"0,008";"0,005";"0,007";"0,039";"0,03";"0,029";"0,039";"0,031";"0,027";"0,039";"0,027";"0,027";"0,039";"0,027";"0,03";"0,046";"0,257";"0,19";"0,054";"0,042";"0,049";"0,045";"0,044";"0,05";"0,083";"0,039";"0,02";"0,004";"0,006";"0,015";"0,004";"0,004";"0,016";"0,004";"0,004";"0,017";"0,004";"0,004";"0,016";"0,005";"0,004";"0,04";"0,034";"0,031";"0,039";"0,337";"0,092";"0,139";"0,021";"0,015";"0,016";"0,019";"0,311";"0,299";"0,084";"0,005";"0,006";"0,01";"0,011";"0,005";"0,005";"0,047";
"30/11/2021";"0,037";"0,035";"0,035";"0,046";"0,037";"0,015";"0,016";"0,004";"0,004";"0,012";"0,008";"0,004";"0,005";"0,015";"0,004";"0,003";"0,014";"0,007";"0,003";"0,007";"0,014";"0,003";"0,004";"0,013";"0,008";"0,003";"0,004";"0,017";"0,003";"0,004";"0,011";"0,009";"0,004";"0,004";"0,015";"0,005";"0,004";"0,005";"0,015";"0,004";"0,006";"0,01";"0,016";"0,012";"0,023";"0,03";"0,023";"0,005";"0,015";"0,004";"0,004";"0,015";"0,005";"0,003";"0,009";"0,01";"0,004";"0,004";"0,016";"0,003";"0,004";"0,012";"0,007";"0,009";"0,039";"0,037";"0,032";"0,037";"0,046";"0,044";"0,052";"0,042";"0,035";"0,037";"0,044";"0,037";"0,039";"0,053";"0,047";"0,04";"0,05";"0,037";"0,039";"0,052";"0,112";"0,04";"0,046";"0,038";"0,047";"0,037";"0,013";"0,024";"0,016";"0,019";"0,026";"0,024";
